Topic,Prompt Nr,Prompt,Model,Actual Model (Fill in after Rating is complete),Response,Rating Christine,Comments Christine,Rating Ansam,Comment Ansam,Rating Adrian,Comment Adrian,Rating Mike,Comment Mike,Rating Albin,Comment Albin,Rating Grzegorz,Comment Grzegorz,Translation Language,Translation Type
,,,4,,"Die Psychologin und Verfechterin des Wachstumsmindsets Carol Dweck sprach über die Plastizität des Gehirns und unsere Fähigkeit, Fähigkeiten und Talente zu entwickeln, in denen wir anfangs vielleicht nicht so gut waren. Viele von uns neigen dazu, ihr Lob auf das Endergebnis und scheinbar angeborene Talente zu konzentrieren, z. B. ""Du hast wirklich ein Auge für Details"" oder ""Du hast ein echtes Talent für die Organisation von Veranstaltungen"". Die Forschung deutet jedoch darauf hin, dass wir die Entwicklung neuer Fähigkeiten und die kontinuierliche Verfeinerung von Talenten fördern können, indem wir uns auf den Prozess des Vorgehens konzentrieren – indem wir Anstrengung, Experimentieren und Problemlösungsstrategien loben.",5,"Some weird word choices, repetition",9,not bad,6,"Pretty good, catches main intent",8,not too bad,7,"conveys the meaning well,some words could be translated better",7,"Sometimes hard to read, ""Fähigkeit"" double",G,C1
,,,4,,"Psycholożka Carol Dweck, propagatorka koncepcji „mindsetu rozwoju“, mówiła o plastyczności mózgu i naszej zdolności rozwijania umiejętności i talentów, w których na początku mogliśmy nie być zbyt dobrzy. Wielu z nas chwali raczej końcowy efekt i pozornie wrodzone talenty, na przykład: „Masz naprawdę oko do szczegółów” lub „Masz prawdziwy talent do organizacji imprez”. Jednak badania sugerują, że poprzez skupienie się na procesie wykonywania czynności – chwalenie wysiłku, eksperymentowania i strategii rozwiązywania problemów – możemy stymulować rozwój nowych umiejętności i dalsze doskonalenie talentów.",6,"Ok, not always the correct wording used",8,"Ok, politically correct",8,,9,"Good, capital letters used incorrectly",9,,8,Idiom directly translated,P,C1
,,,4,,"Translate from English into Standard Arabic. The translation should convey the term's meaning accurately while being accessible to those at a C1 proficiency level. Psychologist and 'growth mindset' proponent Carol Dweck spoke of the plasticity of the brain and our ability to develop skills and talents that we might not have been good at to start with. Many of us tend to focus our praise on the end result and seemingly innate talents, e.g. 'You really have an eye for details' or 'You have a real talent for organising events'. However, research suggests that by focusing on the process of how things are done – praising effort, experimentation and problem-solving strategies – we can encourage the development of new skills and the continued honing of talents.",1,,1,not translation,1,,1,,1,,1,,A,C1
,,,4,,"הפסיכולוגית וחוקרת ה""מחשبة גמישה"", קרול דבק, דיברה על הגמישות של המוח ועל היכולת שלנו לפתח מיומנויות וכישרונות שאולי לא היינו טובים בהם בהתחלה. רבים מאיתנו נוטים להתמקד בשבחים על התוצאה הסופית ועל כישרונות שנראים מולדים, לדוגמה ""יש לך באמת עין לפרטים"" או ""יש לך כישרון אמיתי בארגון אירועים"". עם זאת, מחקרים מציעים שבאמצעות התמקדות בתהליך של איך דברים נעשים - שיבוח על מאמץ, ניסוי ותהליכי פתרון בעיות - נוכל לעודד את פיתוחן של מיומנויות חדשות ואת השיפור המתמשך של הכישרונות.",3,,9,"great translation, added another alphabet by mistake",9,,8,,5,,4,,H,C1
,,,4,,"Here's a German translation of William Blake's ""The Garden of Love"", striving to stay faithful to the original's tone and imagery:
 
 **Ich ging zum Garten der Liebe hin,**
 **Und sah, was nie mein Blick erspürt':**
 **Eine Kapelle erbaut darin,**
 **Wo einst im Grünen ich gespielt'.**
 **Verschlossen des Kirchleins Tor ich fand,** 
 **Darüber stand: ""Du sollst es nicht!""**
 **So wandt' ich mich zum Liebesland,**
 **Das einst so süße Blüten trug.**
 **Und sah, es war mit Gräbern besät,**
 **Und Grabstein, wo die Blume stand.**
 **Priester, in schwarze Kutten gekleidet,** 
 **Umschlangen Lust und Freud' mit Dornenband.** 
 
 **Let me explain some choices I made:**
 
 * **""Du sollst es nicht!"":** This is a direct translation of ""Thou shalt not"", aiming to retain the biblical, commandment-like quality.
 * **""Liebesland"":** A slightly more poetic and less literal translation of ""Garden of Love"", fitting the metaphorical feel of the poem.
 * **""Umschlangen Lust und Freud' mit Dornenband"":** Translating ""briars"" as a thorny band emphasizes the binding, restrictive image rather than a specific plant.
 
 Let me know if you'd like any adjustments or alternative translations for certain lines!",8,"Nice to have explanations, Maintains poetic integrity ",7,"not bad, would have chosen different words",9,Preserves tone and adds explanations,9,I like the explanations,9,well translated,9,"Nice translation, additional information are useful",G,PO
,,,4,,"Absolutely! Here's a translation of the William Blake poem into Polish. I've focused on capturing the meaning and feel of the poem, rather than a strictly literal word-for-word translation:
 
 **Poszedłem do Ogrodu Miłości,**
 **Ujrzałem, czegom nie widział wprzód:**
 **W samym środku wzniesiono Kaplicę,**
 Kędy na łące bawiłem się za młodu.
 
 **Bramy Kaplicy były zamknięte,**
 **Na drzwiach zakaz: ""Nie wolno!"" surowy,**
 **Więc zawróciłem do Ogrodu Miłości,**
 Co słodkich kwiatów niósł zapach tak zdrowy.
 
 **A tam zobaczyłem mogiły w rzędzie,**
 I nagrobne płyty, gdzie kwiaty kwitły wprzód.
 **Popi w czerni obchodzili swe kręgi,**
 **Moje radości i żądze wiązali cierniami w krąg.**
 
 **Let me know if you'd like any adjustments to the translation!** 
 Absolutely! Here's a translation of the William Blake poem into Polish. I've focused on capturing the meaning and feel of the poem, rather than a strictly literal word-for-word translation:
 
 **Poszedłem do Ogrodu Miłości,**
 **Ujrzałem, czegom nie widział wprzód:**
 **W samym środku wzniesiono Kaplicę,**
 Kędy na łące bawiłem się za młodu.
 
 **Bramy Kaplicy były zamknięte,**
 **Na drzwiach zakaz: ""Nie wolno!"" surowy,**
 **Więc zawróciłem do Ogrodu Miłości,**
 Co słodkich kwiatów niósł zapach tak zdrowy.
 
 **A tam zobaczyłem mogiły w rzędzie,**
 I nagrobne płyty, gdzie kwiaty kwitły wprzód.
 **Popi w czerni obchodzili swe kręgi,**
 **Moje radości i żądze wiązali cierniami w krąg.**
 
 **Let me know if you'd like any adjustments to the translation!**",7,"Ok, sometimes wrong translation eg. priests",6,"Ok, wording strange",4,Unnatural and not poetic,6,Words out of context,9,"Could be exaggerated, but still epic",6,"Random choice of words, hallucinations",P,PO
,,,4,,"Absolutely! Here's a translation of William Blake's poem into Standard Arabic. I've included some notes to help with understanding nuances:
 
 **Standard Arabic Translation**
 
 ذهبتُ إلى جنّةِ الحُبّ
 فرأيتُ ما لم أرهُ من قبل
 كنيسة قد بُنِيَت في قلبها 
  حيثُ كنتُ ألعبُ فوقَ الخُضرة 
 وكانت أبواب الكنيسة مغلقة
 وعبارة ""لا يجوز"" على الباب مكتوبة
 فأدرتُ ظهري لجنّة الحُب 
 التي كانت تَحمِلُ زهوراً كثيرة 
 فرأيتُ القبورَ تملأ المكان
 وشواهدُها حيثُ الزهور تنمو
 ورأيتُ القساوسةَ بردائهم الأسود يدورون
 يقيدون رغباتي وبهجتي بالأشواك
 
 **Notes:**
 
 * **Garden of Love:** This symbolizes a place of natural freedom and joy, contrasted against the restrictive Chapel.
 * **Chapel:** Represents organized religion, seen here as imposing restrictions.
 * **Thou shalt not:** This phrase reflects the poem's themes of repression and the denial of natural desires.
 * **Priests in black gowns...binding...desires:** Powerful imagery emphasizing control and the opposition to human instincts.
 
 **A few things to keep in mind:**
 
 * **Poetic translation is difficult:** Capturing Blake's exact tone and rhythm with precise vocabulary in Arabic is a complex art. 
 * **Standard Arabic:** This translation prioritizes a form of Arabic that's widely understood across different dialects. 
 * **Multiple Interpretations:** Like any great poem, there are several valid interpretations. 
 
 Let me know if you want specific words or phrases explained in more detail!",8,,7,at first it was good then went downhill,10,,9,,3,,10,,A,PO
,,,4,,"Absolutely! Here's a Hebrew translation of the lines from William Blake's ""The Garden of Love"". Please keep in mind that poetry translation is complex and there might be multiple valid interpretations.
 
 **English Original**
 
 I went to the Garden of Love,
 And saw what I never had seen:
 A Chapel was built in the midst,
 Where I used to play on the green. 
 And the gates of this Chapel were shut,
 And 'Thou shalt not' writ over the door;
 So I turn'd to the Garden of Love,
 That so many sweet flowers bore. 
 And I saw it was filled with graves,
 And tomb-stones where flowers should be:
 And Priests in black gowns, were walking their rounds,
 And binding with briars, my joys & desires.
 
 **Hebrew Translation**
 
 הלכתי לגן האהבה
 וראיתי מה שמעולם לא ראיתי:
 קפלה נבנתה בתוכו,
 במקום בו נהגתי לשחק על הדשא.
 שערי הקפלה הזו היו נעולים,
 ו""לא תעשה"" נכתב על דלתה;
 אז שבתי לגן האהבה
 שפרחים מתוקים רבים נשא.
 וראיתי הוא היה מלא בקברים, 
 ומצבות במקום בו פרחים להיות צריכים:
 וכמרים בגלימות שחורות צעדו סביב,
 וקשרו בחוחים את שמחותי ותשוקותיי. 
 
 **Important Notes**
 
 * **Figurative Language:** Blake uses rich symbolism. Translating this directly can be very tricky, so the translator must ensure the essence of that symbolism carries over, even if using slightly different images.
 * **Cultural Context:** The Hebrew translation will inevitably reflect some aspects of modern Israeli culture. An extremely literal translation may lose the cultural and religious resonance for a Hebrew reader.
 
 Let me know if you'd like another poem translated or some specific words or phrases explained within this one!",8,,6,literal translation with no poetry sense,10,,9,,4,,10,,H,PO
,,,4,,"Absolutely! Here's a German translation of the provided text. I've strived to ensure it's accurate and conveys the technical nuances of the original:
 
 **Deutsche Übersetzung:**
 
 Die vorherrschenden Modelle zur Sequenztransduktion basieren auf komplexen rekurrenten oder konvolutionalen neuronalen Netzwerken, die einen Encoder und einen Decoder enthalten. Die leistungsstärksten Modelle verbinden den Encoder und Decoder zusätzlich durch einen Aufmerksamkeitsmechanismus. Wir schlagen eine neue, einfache Netzwerkarchitektur vor, den Transformer, der ausschließlich auf Aufmerksamkeitsmechanismen basiert und vollständig auf Wiederholungen und Faltungen verzichtet. Experimente mit zwei maschinellen Übersetzungsaufgaben zeigen, dass diese Modelle eine höhere Qualität aufweisen, gleichzeitig besser parallelisierbar sind und deutlich weniger Zeit zum Trainieren benötigen.
 
 **Key Points:**
 
 * **Sequence Transduction (Sequenztransduktion):** A technical term in machine translation/natural language processing.
 * **Recurrent/Convolutional Neural Networks:** Types of neural network architectures.
 * **Aufmerksamkeitsmechanismus:** Direct translation; a central concept in the Transformer architecture.
 
 Let me know if you have other passages you'd like translated!",9,Very nice to have explanations,8,"not bad translation, a few spelling mistakes",9,"Very solid translation, adds explanation of choices",9,solid,8,well translated,9,"Nice translation, additional information are useful",G,SC
,,,4,,"Wiodące modele transdukcji sekwencji opierają się na złożonych rekurencyjnych lub konwolucyjnych sieciach neuronowych, które zawierają enkoder i dekoder. Najlepiej działające modele łączą również enkoder i dekoder za pomocą mechanizmu uwagi. Proponujemy nową, prostą architekturę sieciową, Transformer, opartą wyłącznie na mechanizmach uwagi, całkowicie rezygnując z rekurencji i konwolucji. Eksperymenty na dwóch zadaniach tłumaczenia maszynowego pokazują, że modele te są lepszej jakości, a jednocześnie lepiej się paralelizują i wymagają znacznie mniej czasu na szkolenie.",9,"Very good, some  anglicisation ",10,Perfect,10,,10,,9,,10,"Easy to read, suitable wording",P,SC
,,,4,,"Absolutely, let me provide you with a Standard Arabic translation of the provided English text about sequence transduction models. I'll aim to maintain the technical accuracy while ensuring the translation flows naturally in Standard Arabic.
 
 **Standard Arabic Translation**
 
 تهيمن نماذج تحويل التسلسل السائدة على شبكات عصبونية متكررة أو تلافيفية معقدة تتضمن مشفرًا ومفكك تشفير. كما تربط النماذج الأفضل أداءً بين المشفر ومفكك التشفير من خلال آلية انتباه. نقترح بنية شبكة بسيطة جديدة ، وهي المحول (Transformer)، وتعتمد فقط على آليات الانتباه ، والاستغناء عن التكرار والتلافيف تمامًا. تُظهر التجارب التي أجريت على مهمتين للترجمة الآلية أن هذه النماذج متفوقة في الجودة بينما تكون أكثر قابلية للتوازي وتتطلب وقتًا أقل بكثير للتدريب.
 
 **Explanatory Notes**
 
 * **Standard Arabic:** I've focused on using a formal register of Arabic that would be widely understood across the Arabic-speaking world.
 * **Technical Accuracy:** I've carefully selected Arabic equivalents for the technical terms like ""convolutional neural networks,"" ""encoder,"" and ""decoder"" to preserve the meaning. 
 * **Attention Mechanism:** The concept of an ""attention mechanism"" is well-established within the machine translation community, so the term can often remain in English within an Arabic text.
 
 **Let me know if you would like any refinements or adjustments to the translation!**",6,,2,bad translation and sentence structure,10,,9,,1,,10,,A,SC
